LAT,LON,FATALITIES,INJURY_COLLISIONS,TOTAL_COLLISIONS,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN,DANGER_SCORE,WARD_NUM,ROW_ID,WARD_SOURCE
43.60354168929416,-79.5371201498656,0,1,6,6,0,0,0,1,11,3,253,auto
43.60364630482052,-79.49315494028585,0,20,118,118,0,8,5,2,218,3,254,auto
43.60375335045792,-79.50405535744761,0,0,19,19,0,1,0,0,19,3,255,auto
43.60376728949503,-79.53614354990152,0,1,6,6,0,1,0,0,11,3,256,auto
43.60391739177712,-79.54618723071495,0,0,11,11,0,2,0,0,11,3,257,auto
43.60397029746594,-79.51933987395151,1,10,62,59,0,6,0,1,132,3,258,auto
43.603979376657016,-79.49862324817688,0,0,7,7,0,0,0,0,7,3,259,auto
43.60399065590536,-79.50292195514905,0,0,17,17,0,1,0,0,17,3,260,auto
43.604039889723246,-79.53492005012342,0,2,21,21,0,1,0,0,31,3,261,auto
43.60407089223949,-79.55083732648524,0,1,6,6,0,0,0,0,11,3,262,auto
43.604141292215935,-79.54501222944016,0,0,5,5,0,0,0,0,5,3,263,auto
43.604183299005385,-79.51840537326805,0,0,5,5,1,0,0,0,5,3,264,auto
43.60423686136008,-79.50178825287992,0,0,6,6,0,0,1,0,6,3,265,auto
43.60425540383357,-79.49339243999596,0,3,17,16,0,1,0,0,32,3,266,auto
43.60431118995417,-79.53371365039536,1,10,44,44,0,6,1,4,114,3,267,auto
43.60438539273934,-79.54390582779247,0,0,4,4,0,1,0,0,4,3,268,auto
43.60438700052938,-79.51744627276462,0,1,8,8,0,0,0,1,13,3,269,auto
43.60448810340765,-79.49349323989708,0,0,2,2,0,0,0,0,2,3,270,auto
43.60449246670632,-79.50067915068274,0,0,9,9,0,1,0,0,9,3,271,auto
43.60455819023532,-79.532544350871,0,1,4,4,0,1,1,0,9,3,272,auto
43.604606194298064,-79.5559145244469,0,0,5,5,0,1,0,0,5,3,273,auto
43.60462959330612,-79.54280082603466,0,0,1,1,0,0,0,0,1,3,274,auto
43.60463299358663,-79.55242852210627,0,0,1,1,0,0,0,0,1,3,275,auto
43.60482199494583,-79.52080106998956,0,0,1,1,0,0,0,0,1,3,276,auto
43.60483089054405,-79.53131805149832,0,1,8,8,0,0,0,0,13,3,277,auto
43.60484439358281,-79.54659482107152,0,0,7,7,0,0,0,0,7,3,278,auto
43.604848675262446,-79.49899804761772,0,2,9,9,0,1,1,0,19,3,279,auto
43.60487939392901,-79.54169722410634,0,1,1,1,0,1,0,0,6,3,280,auto
43.60490779188453,-79.53532864022141,0,0,3,3,0,0,0,0,3,3,281,auto
43.605058802314254,-79.493751539663,0,0,4,4,0,0,0,0,4,3,282,auto
43.60509119076223,-79.53014185241227,0,0,11,11,0,0,0,0,11,3,283,auto
43.60515109204456,-79.53410544093228,0,0,4,4,0,0,0,0,4,3,284,auto
43.60532899466019,-79.5514827148848,0,0,1,1,0,0,0,0,1,3,285,auto
43.60536379091921,-79.52893335361678,0,0,8,7,0,0,0,0,8,3,286,auto
43.605396194390295,-79.53942722437026,0,0,2,2,0,0,0,0,2,3,287,auto
43.6054306909133,-79.52853515425937,0,1,8,8,0,0,0,0,13,3,288,auto
43.6054570017068,-79.49390273945052,0,1,3,2,1,0,1,0,8,3,289,auto
43.60548409667827,-79.55682011583545,0,0,3,3,0,0,0,0,3,3,290,auto
43.60564497421686,-79.49930044702359,0,0,4,3,0,0,0,1,4,3,291,auto
43.60566899463048,-79.53823812462959,0,0,4,4,0,0,0,0,4,3,292,auto
43.60571749523158,-79.546952012141,0,0,15,15,0,0,0,0,15,3,293,auto
43.60585679097216,-79.52666615685494,0,0,13,13,0,0,0,0,13,3,294,auto
43.60587330105123,-79.49406583923052,0,1,9,8,0,0,1,1,14,3,295,auto
43.60590009530274,-79.55038520899132,0,0,1,1,0,0,0,0,1,3,296,auto
43.60590189663064,-79.5201903656252,0,8,24,24,0,1,0,2,64,3,297,auto
43.60593189484854,-79.53705192506229,0,2,7,7,0,0,0,0,17,3,298,auto
43.60602199703436,-79.55429940929496,0,0,3,3,0,0,0,0,3,3,299,auto
43.606041595832274,-79.5470755088619,0,9,38,37,0,5,3,0,83,3,300,auto
43.606282630462125,-79.50881276009865,0,2,4,4,0,0,0,1,14,3,301,auto
43.60629789651448,-79.5459299067867,0,0,2,2,0,1,1,0,2,3,302,auto
43.60631939609679,-79.5505636051095,0,0,2,2,0,0,0,0,2,3,303,auto
43.606462695290816,-79.53466302614724,0,1,7,7,0,1,0,0,12,3,304,auto
43.60649267289573,-79.49966754643359,0,0,4,4,0,1,0,0,4,3,305,auto
43.60651973544809,-79.50766695820163,0,0,4,4,0,0,0,0,4,3,306,auto
43.606557297241736,-79.54482830454631,0,0,4,4,0,0,0,0,4,3,307,auto
43.6065751977772,-79.55327920346387,0,1,3,3,0,1,0,0,8,3,308,auto
43.606595096832855,-79.54734010328008,0,4,18,18,0,2,1,0,38,3,309,auto
43.6066907999418,-79.55738410340449,0,0,1,1,0,0,0,0,1,3,310,auto
43.60671549957373,-79.49442893881516,0,0,2,2,0,0,0,0,2,3,311,auto
43.60672679550399,-79.53345382685825,0,1,4,4,0,1,0,0,9,3,312,auto
43.60677464108313,-79.50649585599767,0,6,55,53,0,5,2,2,85,3,313,auto
43.60680599943727,-79.49446383876334,0,2,5,5,0,2,0,0,15,3,314,auto
43.60680949799863,-79.54372890226716,0,0,4,4,0,0,0,0,4,3,315,auto
